"S2301_C01_013M","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian",
"S2301_C01_014E","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander",
"S2301_C01_014M","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander",
"S2301_C01_015E","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race",
"S2301_C01_015M","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race",
"S2301_C01_016E","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races",
"S2301_C01_016M","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races",
"S2301_C01_017E","Total!!Estimate!!Hispanic or Latino origin (of any race)",
"S2301_C01_017M","Total!!Margin of Error!!Hispanic or Latino origin (of any race)",
"S2301_C01_018E","Total!!Estimate!!White alone, not Hispanic or Latino",
"S2301_C01_018M","Total!!Margin of Error!!White alone, not Hispanic or Latino",
"S2301_C01_019E","Total!!Estimate!!Population 20 to 64 years",
"S2301_C01_019M","Total!!Margin of Error!!Population 20 to 64 years",
"S2301_C01_020E","Total!!Estimate!!Population 20 to 64 years!!SEX!!Male",
"S2301_C01_020M","Total!!Margin of Error!!Population 20 to 64 years!!SEX!!Male",
"S2301_C01_021E","Total!!Estimate!!Population 20 to 64 years!!SEX!!Female",
"S2301_C01_021M","Total!!Margin of Error!!Population 20 to 64 years!!SEX!!Female",
"S2301_C01_022E","Total!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 6 years",
"S2301_C01_022M","Total!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 6 years",
"S2301_C01_023E","Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level",
"S2301_C01_023M","Total!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level",
"S2301_C01_024E","Total!!Estimate!!DISABILITY STATUS!!With any disability",
"S2301_C01_024M","Total!!Margin of Error!!DISABILITY STATUS!!With any disability",
"S2301_C01_025E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years",
"S2301_C01_025M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years",
"S2301_C01_026E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate",
"S2301_C01_026M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate",
"S2301_C01_027E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)",
"S2301_C01_027M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)",
"S2301_C01_028E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree",
"S2301_C01_028M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree",
"S2301_C01_029E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher",
"S2301_C01_029M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher",
"S2301_C01_030E","Total!!Estimate!!PERCENT IMPUTED!!Employment status for population 16 years and over",
"S2301_C01_030M","Total!!Margin of Error!!PERCENT IMPUTED!!Employment status for population 16 years and over",
"S2301_C02_001E","In labor force!!Estimate!!Population 16 years and over",
"S2301_C02_001M","In labor force!!Margin of Error!!Population 16 years and over",
"S2301_C02_002E","In labor force!!Estimate!!AGE!!16 to 19 years",
"S2301_C02_002M","In labor force!!Margin of Error!!AGE!!16 to 19 years",
"S2301_C02_003E","In labor force!!Estimate!!AGE!!20 to 24 years",
"S2301_C02_003M","In labor force!!Margin of Error!!AGE!!20 to 24 years",
"S2301_C02_004E","In labor force!!Estimate!!AGE!!25 to 44 years",
"S2301_C02_004M","In labor force!!Margin of Error!!AGE!!25 to 44 years",
"S2301_C02_005E","In labor force!!Estimate!!AGE!!45 to 54 years",
"S2301_C02_005M","In labor force!!Margin of Error!!AGE!!45 to 54 years",
"S2301_C02_006E","In labor force!!Estimate!!AGE!!55 to 64 years",
"S2301_C02_006M","In labor force!!Margin of Error!!AGE!!55 to 64 years",
"S2301_C02_007E","In labor force!!Estimate!!AGE!!65 to 74 years",
"S2301_C02_007M","In labor force!!Margin of Error!!AGE!!65 to 74 years",
"S2301_C02_008E","In labor force!!Estimate!!AGE!!75 years and over",
"S2301_C02_008M","In labor force!!Margin of Error!!AGE!!75 years and over",
"S2301_C02_009E","In labor force!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race",
"S2301_C02_009M","In labor force!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race",
"S2301_C02_010E","In labor force!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White",
"S2301_C02_010M","In labor force!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White",
"S2301_C02_011E","In labor force!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American",
"S2301_C02_011M","In labor force!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American",
"S2301_C02_012E","In labor force!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native",
"S2301_C02_012M","In labor force!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native",
"S2301_C02_013E","In labor force!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian",
"S2301_C02_013M","In labor force!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian",
"S2301_C02_014E","In labor force!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander",
"S2301_C02_014M","In labor force!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander",
"S2301_C02_015E","In labor force!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race",
"S2301_C02_015M","In labor force!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race",
"S2301_C02_016E","In labor force!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races",
"S2301_C02_016M","In labor force!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races",
"S2301_C02_017E","In labor force!!Estimate!!Hispanic or Latino origin (of any race)",
"S2301_C02_017M","In labor force!!Margin of Error!!Hispanic or Latino origin (of any race)",
"S2301_C02_018E","In labor force!!Estimate!!White alone, not Hispanic or Latino",
"S2301_C02_018M","In labor force!!Margin of Error!!White alone, not Hispanic or Latino",
"S2301_C02_019E","In labor force!!Estimate!!Population 20 to 64 years",
"S2301_C02_019M","In labor force!!Margin of Error!!Population 20 to 64 years",
"S2301_C02_020E","In labor force!!Estimate!!Population 20 to 64 years!!SEX!!Male",
"S2301_C02_020M","In labor force!!Margin of Error!!Population 20 to 64 years!!SEX!!Male",
"S2301_C02_021E","In labor force!!Estimate!!Population 20 to 64 years!!SEX!!Female",
"S2301_C02_021M","In labor force!!Margin of Error!!Population 20 to 64 years!!SEX!!Female",
"S2301_C02_022E","In labor force!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 6 years",
"S2301_C02_022M","In labor force!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 6 years",
"S2301_C02_023E","In labor force!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level",
"S2301_C02_023M","In labor force!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level",
"S2301_C02_024E","In labor force!!Estimate!!DISABILITY STATUS!!With any disability",
"S2301_C02_024M","In labor force!!Margin of Error!!DISABILITY STATUS!!With any disability",
"S2301_C02_025E","In labor force!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years",
"S2301_C02_025M","In labor force!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years",
"S2301_C02_026E","In labor force!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate",
"S2301_C02_026M","In labor force!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate",
"S2301_C02_027E","In labor force!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)",
"S2301_C02_027M","In labor force!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)",
"S2301_C02_028E","In labor force!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree",
"S2301_C02_028M","In labor force!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree",
"S2301_C02_029E","In labor force!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher",
"S2301_C02_029M","In labor force!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher",
"S2301_C02_030E","In labor force!!Estimate!!PERCENT IMPUTED!!Employment status for population 16 years and over",
"S2301_C02_030M","In labor force!!Margin of Error!!PERCENT IMPUTED!!Employment status for population 16 years and over",
"S2301_C03_001E","Employed!!Estimate!!Population 16 years and over",
"S2301_C03_001M","Employed!!Margin of Error!!Population 16 years and over",
"S2301_C03_002E","Employed!!Estimate!!AGE!!16 to 19 years",
"S2301_C03_002M","Employed!!Margin of Error!!AGE!!16 to 19 years",
"S2301_C03_003E","Employed!!Estimate!!AGE!!20 to 24 years",
"S2301_C03_003M","Employed!!Margin of Error!!AGE!!20 to 24 years",
"S2301_C03_004E","Employed!!Estimate!!AGE!!25 to 44 years",
"S2301_C03_004M","Employed!!Margin of Error!!AGE!!25 to 44 years",
"S2301_C03_005E","Employed!!Estimate!!AGE!!45 to 54 years",
"S2301_C03_005M","Employed!!Margin of Error!!AGE!!45 to 54 years",
"S2301_C03_006E","Employed!!Estimate!!AGE!!55 to 64 years",
"S2301_C03_006M","Employed!!Margin of Error!!AGE!!55 to 64 years",
"S2301_C03_007E","Employed!!Estimate!!AGE!!65 to 74 years",
"S2301_C03_007M","Employed!!Margin of Error!!AGE!!65 to 74 years",
"S2301_C03_008E","Employed!!Estimate!!AGE!!75 years and over",
"S2301_C03_008M","Employed!!Margin of Error!!AGE!!75 years and over",
"S2301_C03_009E","Employed!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race",
"S2301_C03_009M","Employed!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race",
"S2301_C03_010E","Employed!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White",
"S2301_C03_010M","Employed!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White",
"S2301_C03_011E","Employed!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American",
"S2301_C03_011M","Employed!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American",
"S2301_C03_012E","Employed!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native",
"S2301_C03_012M","Employed!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native",
"S2301_C03_013E","Employed!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian",
"S2301_C03_013M","Employed!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian",
"S2301_C03_014E","Employed!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander",
"S2301_C03_014M","Employed!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander",
"S2301_C03_015E","Employed!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race",
"S2301_C03_015M","Employed!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race",
"S2301_C03_016E","Employed!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races",
"S2301_C03_016M","Employed!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races",
"S2301_C03_017E","Employed!!Estimate!!Hispanic or Latino origin (of any race)",
"S2301_C03_017M","Employed!!Margin of Error!!Hispanic or Latino origin (of any race)",
"S2301_C03_018E","Employed!!Estimate!!White alone, not Hispanic or Latino",
"S2301_C03_018M","Employed!!Margin of Error!!White alone, not Hispanic or Latino",
"S2301_C03_019E","Employed!!Estimate!!Population 20 to 64 years",
"S2301_C03_019M","Employed!!Margin of Error!!Population 20 to 64 years",
"S2301_C03_020E","Employed!!Estimate!!Population 20 to 64 years!!SEX!!Male",
"S2301_C03_020M","Employed!!Margin of Error!!Population 20 to 64 years!!SEX!!Male",
"S2301_C03_021E","Employed!!Estimate!!Population 20 to 64 years!!SEX!!Female",
"S2301_C03_021M","Employed!!Margin of Error!!Population 20 to 64 years!!SEX!!Female",
"S2301_C03_022E","Employed!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 6 years",
"S2301_C03_022M","Employed!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 6 years",
"S2301_C03_023E","Employed!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level",
"S2301_C03_023M","Employed!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level",
"S2301_C03_024E","Employed!!Estimate!!DISABILITY STATUS!!With any disability",
"S2301_C03_024M","Employed!!Margin of Error!!DISABILITY STATUS!!With any disability",
"S2301_C03_025E","Employed!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years",
"S2301_C03_025M","Employed!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years",
"S2301_C03_026E","Employed!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate",
"S2301_C03_026M","Employed!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate",
"S2301_C03_027E","Employed!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)",
"S2301_C03_027M","Employed!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)",
"S2301_C03_028E","Employed!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree",
"S2301_C03_028M","Employed!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree",
"S2301_C03_029E","Employed!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher",
"S2301_C03_029M","Employed!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher",
"S2301_C03_030E","Employed!!Estimate!!PERCENT IMPUTED!!Employment status for population 16 years and over",
"S2301_C03_030M","Employed!!Margin of Error!!PERCENT IMPUTED!!Employment status for population 16 years and over",
"S2301_C04_001E","Unemployment rate!!Estimate!!Population 16 years and over",
"S2301_C04_001M","Unemployment rate!!Margin of Error!!Population 16 years and over",
"S2301_C04_002E","Unemployment rate!!Estimate!!AGE!!16 to 19 years",
"S2301_C04_002M","Unemployment rate!!Margin of Error!!AGE!!16 to 19 years",
"S2301_C04_003E","Unemployment rate!!Estimate!!AGE!!20 to 24 years",
"S2301_C04_003M","Unemployment rate!!Margin of Error!!AGE!!20 to 24 years",
"S2301_C04_004E","Unemployment rate!!Estimate!!AGE!!25 to 44 years",
"S2301_C04_004M","Unemployment rate!!Margin of Error!!AGE!!25 to 44 years",
"S2301_C04_005E","Unemployment rate!!Estimate!!AGE!!45 to 54 years",
"S2301_C04_005M","Unemployment rate!!Margin of Error!!AGE!!45 to 54 years",
"S2301_C04_006E","Unemployment rate!!Estimate!!AGE!!55 to 64 years",
"S2301_C04_006M","Unemployment rate!!Margin of Error!!AGE!!55 to 64 years",
"S2301_C04_007E","Unemployment rate!!Estimate!!AGE!!65 to 74 years",
"S2301_C04_007M","Unemployment rate!!Margin of Error!!AGE!!65 to 74 years",
"S2301_C04_008E","Unemployment rate!!Estimate!!AGE!!75 years and over",
"S2301_C04_008M","Unemployment rate!!Margin of Error!!AGE!!75 years and over",
"S2301_C04_009E","Unemployment rate!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race",
"S2301_C04_009M","Unemployment rate!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race",
"S2301_C04_010E","Unemployment rate!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White",
"S2301_C04_010M","Unemployment rate!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White",
"S2301_C04_011E","Unemployment rate!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American",
"S2301_C04_011M","Unemployment rate!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American",
"S2301_C04_012E","Unemployment rate!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native",
"S2301_C04_012M","Unemployment rate!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native",
"S2301_C04_013E","Unemployment rate!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian",
"S2301_C04_013M","Unemployment rate!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian",
"S2301_C04_014E","Unemployment rate!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander",
"S2301_C04_014M","Unemployment rate!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander",
"S2301_C04_015E","Unemployment rate!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race",
"S2301_C04_015M","Unemployment rate!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race",
"S2301_C04_016E","Unemployment rate!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races",
"S2301_C04_016M","Unemployment rate!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races",
"S2301_C04_017E","Unemployment rate!!Estimate!!Hispanic or Latino origin (of any race)",
"S2301_C04_017M","Unemployment rate!!Margin of Error!!Hispanic or Latino origin (of any race)",
"S2301_C04_018E","Unemployment rate!!Estimate!!White alone, not Hispanic or Latino",
"S2301_C04_018M","Unemployment rate!!Margin of Error!!White alone, not Hispanic or Latino",
"S2301_C04_019E","Unemployment rate!!Estimate!!Population 20 to 64 years",
"S2301_C04_019M","Unemployment rate!!Margin of Error!!Population 20 to 64 years",
"S2301_C04_020E","Unemployment rate!!Estimate!!Population 20 to 64 years!!SEX!!Male",
"S2301_C04_020M","Unemployment rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Male",
"S2301_C04_021E","Unemployment rate!!Estimate!!Population 20 to 64 years!!SEX!!Female",
"S2301_C04_021M","Unemployment rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Female",
"S2301_C04_022E","Unemployment rate!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 6 years",
"S2301_C04_022M","Unemployment rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 6 years",
"S2301_C04_023E","Unemployment rate!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level",
"S2301_C04_023M","Unemployment rate!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level",
"S2301_C04_024E","Unemployment rate!!Estimate!!DISABILITY STATUS!!With any disability",
"S2301_C04_024M","Unemployment rate!!Margin of Error!!DISABILITY STATUS!!With any disability",
"S2301_C04_025E","Unemployment rate!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years",
"S2301_C04_025M","Unemployment rate!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years",
"S2301_C04_026E","Unemployment rate!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate",
"S2301_C04_026M","Unemployment rate!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate",
"S2301_C04_027E","Unemployment rate!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)",
"S2301_C04_027M","Unemployment rate!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)",
"S2301_C04_028E","Unemployment rate!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree",
"S2301_C04_028M","Unemployment rate!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree",
"S2301_C04_029E","Unemployment rate!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher",
"S2301_C04_029M","Unemployment rate!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher",
"S2301_C04_030E","Unemployment rate!!Estimate!!PERCENT IMPUTED!!Employment status for population 16 years and over",
"S2301_C04_030M","Unemployment rate!!Margin of Error!!PERCENT IMPUTED!!Employment status for population 16 years and over",
